id_ticket,fecha_creacion,fecha_cierre,id_usuario,id_analista,categoria,prioridad,estado,sla_horas,tiempo_resolucion,sede,canal
7340,2026-05-10,2026-05-12 02:00:00,496,7,Hardware,Baja,Abierto,4,50,Bucaramanga,Teams
7341,2026-01-12,2026-01-14 18:00:00,55,8,Hardware,Media,Abierto,48,66,Barranquilla,Chat
7342,2025-04-05,2025-04-07 01:00:00,143,13,Hardware,Media,Resuelto,48,49,Pereira,Portal
7343,2024-08-03,2024-08-05 19:00:00,485,13,Impresoras,Media,Resuelto,8,67,Bucaramanga,Chat
7344,2025-07-24,2025-07-25 22:00:00,405,18,SAP,Alta,En Proceso,48,46,Medellín,Teléfono
7345,2025-12-01,2025-12-03 01:00:00,454,8,Correo,Media,En Proceso,12,49,Bogotá,Teléfono
7346,2026-05-22,2026-05-22 07:00:00,438,14,Correo,Crítica,Abierto,24,7,Pereira,Teléfono
7347,2026-01-02,2026-01-05 00:00:00,346,16,Impresoras,Media,Abierto,12,72,Bucaramanga,Portal
7348,2026-02-24,2026-02-26 06:00:00,140,20,Impresoras,Baja,Resuelto,4,54,Barranquilla,Portal
7349,2025-10-04,2025-10-05 12:00:00,342,12,Accesos,Media,Resuelto,12,36,Bogotá,Teams
7350,2024-09-21,2024-09-22 01:00:00,56,18,Hardware,Baja,En Proceso,4,25,Cali,Chat
7351,2026-04-11,2026-04-12 14:00:00,494,8,Correo,Crítica,Resuelto,24,38,Pereira,Portal
7352,2026-04-04,2026-04-06 16:00:00,428,13,VPN,Baja,Resuelto,8,64,Medellín,Teams
7353,2024-07-17,2024-07-19 22:00:00,125,2,VPN,Crítica,Cerrado,4,70,Medellín,Teams
7354,2024-08-11,2024-08-11 01:00:00,444,16,SAP,Alta,Resuelto,4,1,Medellín,Chat
7355,2024-10-04,2024-10-04 16:00:00,368,18,Correo,Crítica,Resuelto,48,16,Medellín,Teléfono
7356,2024-09-14,2024-09-14 03:00:00,93,10,Accesos,Baja,Abierto,4,3,Medellín,Chat
7357,2024-07-16,2024-07-18 18:00:00,473,15,Correo,Media,Cerrado,48,66,Barranquilla,Teléfono
7358,2025-05-31,2025-05-31 21:00:00,17,2,Office 365,Alta,Abierto,8,21,Cali,Teams
7359,2025-05-28,2025-05-29 21:00:00,417,10,Office 365,Alta,Cerrado,8,45,Barranquilla,Chat
7360,2025-10-31,2025-10-31 14:00:00,197,17,Accesos,Crítica,En Proceso,24,14,Cali,Chat
7361,2025-01-02,2025-01-04 09:00:00,248,13,Equipos,Baja,Abierto,8,57,Cali,Portal
7362,2024-11-29,2024-12-01 08:00:00,36,10,Software,Crítica,En Proceso,48,56,Bogotá,Teams
7363,2024-09-26,2024-09-28 06:00:00,396,12,Accesos,Baja,Cerrado,8,54,Medellín,Chat
7364,2025-10-27,2025-10-27 01:00:00,415,16,Base de Datos,Crítica,Cerrado,24,1,Bogotá,Teams
7365,2024-10-07,2024-10-07 18:00:00,53,11,Red,Alta,Resuelto,12,18,Bogotá,Teams
7366,2024-09-16,2024-09-17 11:00:00,191,6,Equipos,Baja,Abierto,24,35,Barranquilla,Correo
7367,2024-10-27,2024-10-29 06:00:00,230,9,Accesos,Baja,Resuelto,24,54,Barranquilla,Chat
7368,2024-07-20,2024-07-21 00:00:00,350,19,Equipos,Baja,Resuelto,12,24,Bogotá,Correo
7369,2025-05-12,2025-05-15 00:00:00,19,19,Impresoras,Baja,Cerrado,24,72,Medellín,Correo
7370,2025-05-29,2025-05-30 16:00:00,350,4,Base de Datos,Baja,Cerrado,4,40,Cali,Correo
7371,2024-12-18,2024-12-18 09:00:00,500,4,VPN,Alta,En Proceso,8,9,Cali,Correo
7372,2025-09-23,2025-09-23 13:00:00,279,5,Hardware,Baja,Resuelto,24,13,Bucaramanga,Portal
7373,2026-05-30,2026-05-31 23:00:00,346,4,Correo,Alta,En Proceso,24,47,Barranquilla,Teams
7374,2026-02-18,2026-02-20 10:00:00,198,8,Software,Alta,Cerrado,12,58,Barranquilla,Teams
7375,2026-03-09,2026-03-09 10:00:00,360,5,Office 365,Alta,En Proceso,24,10,Cali,Portal
7376,2025-03-16,2025-03-18 18:00:00,10,16,VPN,Alta,En Proceso,48,66,Bogotá,Correo
7377,2025-12-01,2025-12-01 16:00:00,480,6,Equipos,Baja,Resuelto,24,16,Bogotá,Teams
7378,2025-10-17,2025-10-18 19:00:00,23,11,Hardware,Crítica,En Proceso,12,43,Medellín,Teléfono
7379,2024-12-31,2025-01-02 04:00:00,500,2,SAP,Crítica,Resuelto,12,52,Medellín,Teléfono
7380,2025-08-05,2025-08-05 10:00:00,249,16,Telefonía,Crítica,En Proceso,24,10,Pereira,Teléfono
7381,2024-09-13,2024-09-14 03:00:00,428,3,Equipos,Media,Abierto,4,27,Cali,Correo
7382,2026-01-29,2026-01-30 15:00:00,10,16,SAP,Media,Resuelto,24,39,Medellín,Portal
7383,2025-01-14,2025-01-16 00:00:00,247,19,Red,Baja,Cerrado,48,48,Pereira,Teams
7384,2024-09-24,2024-09-25 22:00:00,288,20,Telefonía,Baja,En Proceso,48,46,Bogotá,Teléfono
7385,2025-04-30,2025-05-02 08:00:00,358,10,Red,Media,Resuelto,24,56,Bucaramanga,Portal
7386,2026-03-19,2026-03-21 17:00:00,383,1,Software,Crítica,Abierto,48,65,Bogotá,Portal
7387,2025-10-16,2025-10-17 06:00:00,241,13,Hardware,Crítica,Abierto,48,30,Medellín,Portal
7388,2026-05-01,2026-05-02 03:00:00,288,12,Office 365,Media,Abierto,24,27,Barranquilla,Chat
7389,2025-05-21,2025-05-22 18:00:00,389,15,Software,Media,Resuelto,48,42,Bogotá,Teams
7390,2026-01-05,2026-01-07 21:00:00,199,3,Office 365,Baja,Resuelto,24,69,Barranquilla,Teléfono
7391,2025-04-27,2025-04-29 20:00:00,208,8,Base de Datos,Crítica,Resuelto,12,68,Pereira,Chat
7392,2025-04-13,2025-04-15 10:00:00,162,10,Hardware,Crítica,Resuelto,8,58,Pereira,Correo
7393,2025-06-10,2025-06-10 18:00:00,58,18,Software,Baja,En Proceso,8,18,Barranquilla,Portal
7394,2025-02-03,2025-02-04 09:00:00,102,7,Software,Baja,En Proceso,24,33,Cali,Teléfono
7395,2025-08-25,2025-08-25 21:00:00,377,7,VPN,Alta,En Proceso,48,21,Bucaramanga,Teléfono
7396,2025-02-21,2025-02-23 04:00:00,296,3,Accesos,Crítica,Abierto,24,52,Medellín,Teléfono
7397,2025-11-28,2025-11-28 04:00:00,15,15,VPN,Media,Cerrado,8,4,Barranquilla,Chat
7398,2024-07-10,2024-07-11 02:00:00,201,9,Impresoras,Baja,Resuelto,12,26,Pereira,Portal
7399,2025-02-25,2025-02-26 14:00:00,83,2,Base de Datos,Alta,En Proceso,24,38,Barranquilla,Teléfono
7400,2024-06-13,2024-06-14 20:00:00,452,16,VPN,Crítica,Abierto,24,44,Bucaramanga,Correo
7401,2025-12-31,2026-01-02 12:00:00,322,8,SAP,Crítica,Abierto,48,60,Barranquilla,Correo
7402,2025-07-20,2025-07-20 18:00:00,190,8,Base de Datos,Crítica,En Proceso,4,18,Bogotá,Teléfono
7403,2025-02-18,2025-02-20 02:00:00,165,16,Equipos,Media,Cerrado,48,50,Medellín,Portal
7404,2025-02-19,2025-02-21 11:00:00,224,1,Red,Media,Abierto,8,59,Barranquilla,Teams
7405,2024-11-02,2024-11-03 20:00:00,97,13,Accesos,Media,Abierto,8,44,Bogotá,Teléfono
7406,2025-09-03,2025-09-03 03:00:00,202,17,Equipos,Media,Resuelto,8,3,Medellín,Portal
7407,2025-02-20,2025-02-20 20:00:00,465,3,Hardware,Alta,Abierto,48,20,Cali,Correo
7408,2026-05-24,2026-05-25 14:00:00,261,5,Hardware,Media,Cerrado,4,38,Medellín,Correo
7409,2024-11-25,2024-11-26 19:00:00,243,13,SAP,Baja,En Proceso,8,43,Pereira,Chat
7410,2026-04-24,2026-04-26 02:00:00,493,6,Telefonía,Media,Resuelto,12,50,Bogotá,Teams
7411,2025-12-13,2025-12-14 05:00:00,289,18,VPN,Baja,Resuelto,24,29,Medellín,Portal
7412,2026-04-20,2026-04-23 00:00:00,500,15,SAP,Alta,Cerrado,12,72,Bucaramanga,Chat
7413,2025-01-30,2025-02-01 15:00:00,288,3,Impresoras,Baja,Cerrado,8,63,Bogotá,Teams
7414,2024-07-11,2024-07-11 11:00:00,411,20,Equipos,Baja,En Proceso,4,11,Cali,Chat
7415,2025-07-04,2025-07-05 15:00:00,17,5,Hardware,Alta,Abierto,12,39,Bogotá,Chat
7416,2025-02-16,2025-02-18 12:00:00,160,15,SAP,Crítica,Resuelto,8,60,Bucaramanga,Portal
7417,2024-08-26,2024-08-27 07:00:00,207,19,Telefonía,Baja,Resuelto,48,31,Cali,Portal
7418,2025-05-05,2025-05-06 19:00:00,391,7,SAP,Media,En Proceso,4,43,Bogotá,Teams
7419,2025-06-28,2025-06-29 04:00:00,456,6,Hardware,Crítica,Cerrado,8,28,Medellín,Teams
7420,2025-03-04,2025-03-06 21:00:00,24,14,Red,Baja,Resuelto,12,69,Bucaramanga,Teléfono
7421,2024-11-06,2024-11-06 23:00:00,311,12,VPN,Alta,Resuelto,8,23,Barranquilla,Correo
7422,2025-05-06,2025-05-07 18:00:00,458,19,Red,Alta,Cerrado,8,42,Medellín,Correo
7423,2024-07-10,2024-07-12 00:00:00,85,5,Base de Datos,Crítica,Cerrado,12,48,Cali,Correo
7424,2024-06-18,2024-06-19 07:00:00,176,2,Software,Baja,En Proceso,8,31,Cali,Portal
7425,2025-11-18,2025-11-20 05:00:00,294,2,Base de Datos,Media,Cerrado,4,53,Bogotá,Portal
7426,2025-12-28,2025-12-28 20:00:00,378,16,SAP,Media,Abierto,12,20,Bogotá,Teams
7427,2024-07-18,2024-07-20 13:00:00,379,18,SAP,Crítica,Abierto,8,61,Cali,Portal
7428,2026-03-09,2026-03-11 00:00:00,223,18,Base de Datos,Crítica,Abierto,12,48,Bucaramanga,Correo
7429,2024-11-20,2024-11-22 04:00:00,11,15,Accesos,Crítica,En Proceso,4,52,Cali,Teams
7430,2025-09-19,2025-09-21 00:00:00,139,4,Equipos,Media,En Proceso,8,48,Barranquilla,Teams
7431,2024-07-10,2024-07-11 16:00:00,297,4,Impresoras,Alta,En Proceso,24,40,Bucaramanga,Chat
7432,2026-01-21,2026-01-22 11:00:00,237,16,Impresoras,Baja,Abierto,48,35,Bogotá,Correo
7433,2026-02-03,2026-02-04 11:00:00,131,15,Accesos,Media,Cerrado,48,35,Pereira,Teléfono
7434,2025-11-12,2025-11-13 09:00:00,20,9,SAP,Crítica,Abierto,4,33,Bogotá,Portal
7435,2024-12-23,2024-12-23 18:00:00,63,3,Correo,Crítica,En Proceso,8,18,Cali,Teléfono
7436,2026-01-08,2026-01-09 11:00:00,259,8,Telefonía,Crítica,Abierto,24,35,Bucaramanga,Portal
7437,2024-07-07,2024-07-07 17:00:00,82,5,Base de Datos,Alta,En Proceso,8,17,Barranquilla,Teams
7438,2026-03-30,2026-03-31 00:00:00,322,14,Impresoras,Crítica,Cerrado,4,24,Pereira,Teléfono
7439,2024-11-06,2024-11-06 08:00:00,373,16,Base de Datos,Crítica,Cerrado,48,8,Medellín,Portal
7440,2024-10-22,2024-10-24 10:00:00,292,5,Red,Alta,En Proceso,4,58,Medellín,Chat
7441,2026-02-08,2026-02-09 23:00:00,194,17,Base de Datos,Baja,Abierto,8,47,Barranquilla,Teams
7442,2025-09-13,2025-09-13 03:00:00,462,4,Impresoras,Alta,Cerrado,48,3,Bogotá,Teams
7443,2024-09-08,2024-09-08 16:00:00,455,7,Accesos,Alta,Cerrado,8,16,Bogotá,Chat
7444,2024-06-27,2024-06-28 21:00:00,407,18,Accesos,Crítica,Cerrado,48,45,Barranquilla,Teléfono
7445,2024-09-29,2024-10-01 14:00:00,370,20,Base de Datos,Media,En Proceso,48,62,Bogotá,Portal
7446,2025-05-03,2025-05-05 10:00:00,465,17,Software,Alta,Resuelto,4,58,Pereira,Correo
7447,2026-01-21,2026-01-21 15:00:00,359,13,Accesos,Alta,En Proceso,48,15,Barranquilla,Correo
7448,2024-08-19,2024-08-19 17:00:00,263,19,Equipos,Alta,Abierto,4,17,Barranquilla,Teléfono
7449,2025-02-25,2025-02-27 00:00:00,147,10,Software,Alta,En Proceso,8,48,Bucaramanga,Teléfono
7450,2025-01-06,2025-01-06 17:00:00,444,6,VPN,Media,Resuelto,8,17,Bogotá,Teléfono
7451,2026-03-23,2026-03-24 04:00:00,237,8,Impresoras,Crítica,Resuelto,12,28,Pereira,Portal
7452,2025-03-08,2025-03-08 14:00:00,360,17,Software,Baja,Cerrado,24,14,Bogotá,Teams
7453,2025-09-18,2025-09-18 04:00:00,428,10,Correo,Alta,Abierto,12,4,Bogotá,Correo
7454,2025-02-07,2025-02-07 09:00:00,389,15,Red,Alta,Abierto,48,9,Pereira,Portal
7455,2026-03-10,2026-03-10 13:00:00,249,16,Impresoras,Crítica,Abierto,8,13,Barranquilla,Teams
7456,2025-11-06,2025-11-08 08:00:00,67,17,Software,Baja,Abierto,48,56,Bucaramanga,Teléfono
7457,2025-04-30,2025-05-02 16:00:00,49,3,Telefonía,Baja,En Proceso,4,64,Barranquilla,Chat
7458,2025-06-07,2025-06-07 12:00:00,318,12,Software,Crítica,Cerrado,4,12,Cali,Teams
7459,2025-10-23,2025-10-23 21:00:00,76,19,Correo,Crítica,En Proceso,8,21,Bucaramanga,Chat
7460,2024-07-31,2024-08-02 18:00:00,51,6,Telefonía,Media,Abierto,4,66,Bogotá,Chat
7461,2024-10-31,2024-11-01 12:00:00,457,11,VPN,Media,Cerrado,24,36,Pereira,Teams
7462,2025-05-23,2025-05-23 23:00:00,134,11,Base de Datos,Media,Abierto,24,23,Pereira,Chat
7463,2024-11-15,2024-11-16 03:00:00,2,14,SAP,Alta,Cerrado,8,27,Barranquilla,Chat
7464,2026-05-24,2026-05-26 17:00:00,499,1,Correo,Alta,Resuelto,12,65,Cali,Correo
7465,2024-11-02,2024-11-02 17:00:00,260,8,Software,Alta,Resuelto,4,17,Bogotá,Teams
7466,2025-09-30,2025-10-02 13:00:00,44,19,Base de Datos,Alta,Abierto,24,61,Barranquilla,Teams
7467,2025-03-24,2025-03-26 20:00:00,138,3,Red,Crítica,Resuelto,12,68,Medellín,Correo
7468,2025-09-22,2025-09-24 17:00:00,356,10,Accesos,Alta,Cerrado,12,65,Cali,Correo
7469,2025-03-13,2025-03-13 18:00:00,401,15,VPN,Baja,Resuelto,24,18,Bucaramanga,Correo
7470,2026-03-17,2026-03-19 03:00:00,119,4,VPN,Crítica,Abierto,4,51,Bogotá,Correo
7471,2025-01-10,2025-01-12 23:00:00,245,15,Software,Alta,En Proceso,12,71,Barranquilla,Teléfono
7472,2025-05-29,2025-05-30 18:00:00,416,4,Accesos,Baja,Abierto,48,42,Bogotá,Correo
7473,2026-05-27,2026-05-29 14:00:00,14,9,Correo,Media,En Proceso,48,62,Bogotá,Teléfono
7474,2025-01-09,2025-01-09 18:00:00,453,20,Accesos,Alta,En Proceso,12,18,Pereira,Correo
7475,2026-03-13,2026-03-14 15:00:00,1,9,Base de Datos,Alta,Resuelto,4,39,Bucaramanga,Portal
7476,2025-07-23,2025-07-23 11:00:00,129,18,Telefonía,Crítica,Cerrado,8,11,Cali,Correo
7477,2025-02-28,2025-03-02 03:00:00,420,6,Correo,Alta,Resuelto,12,51,Barranquilla,Teams
7478,2026-01-07,2026-01-08 18:00:00,38,4,Equipos,Baja,Cerrado,8,42,Barranquilla,Teléfono
7479,2026-05-16,2026-05-17 00:00:00,124,4,SAP,Baja,Abierto,48,24,Barranquilla,Portal
7480,2024-09-11,2024-09-13 03:00:00,480,4,Hardware,Media,Cerrado,12,51,Bogotá,Teléfono
7481,2026-03-06,2026-03-06 12:00:00,354,19,Correo,Crítica,En Proceso,8,12,Bucaramanga,Teléfono
7482,2024-12-05,2024-12-06 06:00:00,197,19,SAP,Media,En Proceso,4,30,Barranquilla,Portal
7483,2026-02-06,2026-02-08 10:00:00,12,1,Base de Datos,Alta,En Proceso,12,58,Cali,Correo
7484,2026-01-24,2026-01-26 19:00:00,142,15,Red,Alta,Abierto,12,67,Cali,Teams
7485,2024-09-12,2024-09-14 07:00:00,447,2,Equipos,Media,En Proceso,48,55,Cali,Teléfono
7486,2025-01-03,2025-01-03 12:00:00,332,14,VPN,Media,Abierto,4,12,Cali,Portal
7487,2026-04-07,2026-04-09 00:00:00,352,2,Correo,Baja,Cerrado,24,48,Bogotá,Teams
7488,2025-03-06,2025-03-07 05:00:00,148,9,Impresoras,Baja,Resuelto,12,29,Pereira,Correo
7489,2025-11-06,2025-11-06 13:00:00,45,10,Equipos,Media,En Proceso,4,13,Pereira,Correo
7490,2025-12-11,2025-12-13 00:00:00,74,8,Impresoras,Crítica,Abierto,12,48,Cali,Portal
7491,2025-05-16,2025-05-17 06:00:00,45,8,Office 365,Baja,Resuelto,12,30,Pereira,Correo
7492,2026-05-05,2026-05-06 10:00:00,367,8,Software,Crítica,Resuelto,8,34,Medellín,Portal
7493,2025-08-19,2025-08-21 17:00:00,186,4,Hardware,Alta,En Proceso,48,65,Pereira,Teams
7494,2026-03-19,2026-03-21 02:00:00,131,8,Impresoras,Media,Abierto,8,50,Bucaramanga,Chat
7495,2024-10-24,2024-10-25 02:00:00,391,11,Correo,Alta,Abierto,12,26,Medellín,Teléfono
7496,2024-08-16,2024-08-18 14:00:00,495,9,Accesos,Media,Cerrado,48,62,Bucaramanga,Chat
7497,2025-06-17,2025-06-18 12:00:00,229,3,VPN,Baja,Abierto,48,36,Barranquilla,Chat
7498,2025-12-08,2025-12-10 18:00:00,368,3,Office 365,Baja,Resuelto,8,66,Cali,Chat
7499,2025-01-06,2025-01-08 16:00:00,196,8,VPN,Alta,En Proceso,12,64,Bucaramanga,Teléfono
7500,2025-04-07,2025-04-09 14:00:00,353,11,Base de Datos,Baja,Cerrado,4,62,Bucaramanga,Teléfono
7501,2026-05-29,2026-05-30 23:00:00,374,19,SAP,Crítica,Cerrado,8,47,Barranquilla,Portal
7502,2024-12-17,2024-12-18 09:00:00,275,15,Impresoras,Media,Resuelto,48,33,Bogotá,Chat
7503,2026-05-29,2026-05-30 12:00:00,497,3,Telefonía,Baja,Abierto,8,36,Pereira,Teams
7504,2025-11-08,2025-11-10 07:00:00,233,11,VPN,Baja,En Proceso,8,55,Medellín,Correo
7505,2025-03-17,2025-03-19 13:00:00,380,19,Base de Datos,Alta,En Proceso,12,61,Bogotá,Chat
7506,2025-10-02,2025-10-02 05:00:00,158,1,Base de Datos,Alta,Resuelto,24,5,Bogotá,Teléfono
7507,2024-11-27,2024-11-27 18:00:00,453,2,Impresoras,Media,En Proceso,12,18,Bucaramanga,Chat
7508,2024-08-20,2024-08-20 01:00:00,360,15,VPN,Alta,En Proceso,12,1,Bogotá,Correo
7509,2025-12-05,2025-12-07 21:00:00,376,12,Hardware,Media,Resuelto,12,69,Pereira,Correo
7510,2025-07-16,2025-07-16 12:00:00,397,11,Correo,Media,Cerrado,12,12,Medellín,Teams
7511,2025-06-21,2025-06-21 11:00:00,38,15,Correo,Media,Cerrado,12,11,Medellín,Portal
7512,2024-11-17,2024-11-17 02:00:00,118,8,Accesos,Crítica,En Proceso,24,2,Cali,Chat
7513,2025-06-21,2025-06-21 23:00:00,443,3,VPN,Media,Abierto,48,23,Medellín,Correo
7514,2024-07-26,2024-07-27 09:00:00,389,4,Impresoras,Crítica,Abierto,48,33,Cali,Correo
7515,2025-11-03,2025-11-04 02:00:00,237,5,SAP,Crítica,Resuelto,24,26,Barranquilla,Teams
7516,2025-10-26,2025-10-27 11:00:00,331,1,Base de Datos,Alta,Cerrado,8,35,Bogotá,Chat
7517,2025-03-14,2025-03-16 12:00:00,148,13,Office 365,Media,Cerrado,8,60,Bucaramanga,Portal
7518,2025-02-12,2025-02-14 11:00:00,441,15,Hardware,Alta,Resuelto,8,59,Pereira,Correo
7519,2026-02-12,2026-02-12 20:00:00,397,14,Office 365,Baja,En Proceso,24,20,Medellín,Teams
7520,2026-01-11,2026-01-11 02:00:00,461,10,Software,Media,Abierto,12,2,Barranquilla,Teams
7521,2025-09-07,2025-09-10 00:00:00,322,6,Accesos,Media,Resuelto,4,72,Cali,Teams
7522,2026-01-06,2026-01-07 17:00:00,452,2,Software,Baja,Resuelto,4,41,Medellín,Correo
7523,2024-08-25,2024-08-25 17:00:00,483,19,Correo,Baja,En Proceso,8,17,Barranquilla,Correo
7524,2025-02-01,2025-02-01 01:00:00,17,5,Software,Media,Cerrado,8,1,Medellín,Portal
7525,2024-07-02,2024-07-03 05:00:00,242,3,Base de Datos,Alta,Resuelto,12,29,Cali,Chat
7526,2026-01-02,2026-01-02 10:00:00,14,14,Software,Media,Abierto,48,10,Bogotá,Teams
7527,2024-08-24,2024-08-26 13:00:00,489,9,SAP,Baja,En Proceso,48,61,Barranquilla,Teams
7528,2025-04-12,2025-04-12 14:00:00,233,17,SAP,Baja,Abierto,8,14,Cali,Chat
7529,2026-01-20,2026-01-21 01:00:00,214,4,VPN,Media,Abierto,24,25,Barranquilla,Teléfono
7530,2025-04-04,2025-04-05 15:00:00,205,13,Impresoras,Media,Cerrado,48,39,Bucaramanga,Portal
7531,2025-05-17,2025-05-17 05:00:00,228,8,Correo,Alta,Resuelto,48,5,Bucaramanga,Portal
7532,2024-08-13,2024-08-13 09:00:00,232,12,VPN,Alta,Resuelto,8,9,Pereira,Portal
7533,2026-03-24,2026-03-25 10:00:00,308,16,SAP,Baja,En Proceso,8,34,Pereira,Teléfono
7534,2025-08-11,2025-08-12 02:00:00,424,18,VPN,Media,Resuelto,24,26,Bogotá,Teléfono
7535,2025-06-27,2025-06-28 04:00:00,48,5,Base de Datos,Baja,Cerrado,48,28,Cali,Correo
7536,2025-07-14,2025-07-14 16:00:00,279,5,Correo,Crítica,Resuelto,12,16,Bogotá,Teléfono
7537,2025-02-07,2025-02-09 02:00:00,486,7,Software,Alta,En Proceso,12,50,Pereira,Teléfono
7538,2024-09-17,2024-09-17 05:00:00,132,14,Red,Baja,Abierto,24,5,Bogotá,Portal
7539,2026-05-04,2026-05-06 02:00:00,272,6,Base de Datos,Crítica,Abierto,48,50,Medellín,Chat
7540,2026-04-02,2026-04-02 20:00:00,281,12,Base de Datos,Alta,Resuelto,4,20,Pereira,Chat
7541,2024-11-17,2024-11-17 18:00:00,144,4,Software,Baja,Resuelto,4,18,Bucaramanga,Teléfono
7542,2025-09-23,2025-09-23 13:00:00,162,1,Correo,Baja,Abierto,24,13,Medellín,Teams
7543,2025-03-22,2025-03-22 08:00:00,421,2,VPN,Crítica,Cerrado,8,8,Pereira,Teams
7544,2024-11-12,2024-11-12 15:00:00,139,16,SAP,Media,Abierto,8,15,Cali,Correo
7545,2024-09-15,2024-09-15 15:00:00,47,20,Office 365,Alta,Cerrado,24,15,Medellín,Correo
7546,2026-02-19,2026-02-20 19:00:00,158,17,VPN,Crítica,Resuelto,8,43,Medellín,Teléfono
7547,2025-10-24,2025-10-24 10:00:00,43,8,VPN,Crítica,Abierto,48,10,Barranquilla,Chat
7548,2025-07-29,2025-07-31 22:00:00,44,14,Telefonía,Baja,Cerrado,8,70,Bucaramanga,Correo
7549,2025-09-09,2025-09-10 01:00:00,290,9,Correo,Media,En Proceso,8,25,Medellín,Chat
7550,2025-09-17,2025-09-17 12:00:00,447,17,Impresoras,Baja,En Proceso,24,12,Pereira,Teléfono
7551,2025-01-08,2025-01-10 03:00:00,380,11,Red,Alta,En Proceso,12,51,Bucaramanga,Portal
7552,2024-07-05,2024-07-07 07:00:00,314,16,Accesos,Media,Cerrado,8,55,Bucaramanga,Teams
7553,2024-07-06,2024-07-07 09:00:00,297,6,Telefonía,Baja,Abierto,4,33,Pereira,Chat
7554,2024-07-25,2024-07-26 12:00:00,94,11,Equipos,Media,Cerrado,8,36,Pereira,Chat
7555,2025-04-19,2025-04-21 02:00:00,410,2,Office 365,Baja,En Proceso,48,50,Bucaramanga,Teams
7556,2025-07-25,2025-07-27 00:00:00,337,3,VPN,Crítica,Cerrado,12,48,Cali,Portal
7557,2025-11-22,2025-11-22 07:00:00,360,11,Equipos,Crítica,Cerrado,12,7,Medellín,Teams
7558,2025-11-27,2025-11-27 21:00:00,43,10,Red,Crítica,Resuelto,24,21,Medellín,Teams
7559,2024-08-24,2024-08-24 02:00:00,453,5,Red,Alta,Cerrado,8,2,Cali,Correo
7560,2024-06-15,2024-06-17 16:00:00,26,16,Hardware,Alta,Cerrado,8,64,Barranquilla,Portal
7561,2025-02-09,2025-02-11 13:00:00,332,16,SAP,Baja,En Proceso,4,61,Barranquilla,Teléfono
7562,2026-01-15,2026-01-16 01:00:00,216,19,Software,Baja,Resuelto,12,25,Bogotá,Chat
7563,2026-02-26,2026-02-26 04:00:00,92,14,Equipos,Baja,Cerrado,4,4,Barranquilla,Teams
7564,2024-12-02,2024-12-02 23:00:00,182,8,SAP,Media,Abierto,4,23,Bogotá,Teams
7565,2026-01-22,2026-01-25 00:00:00,243,4,Impresoras,Media,Abierto,4,72,Medellín,Teams
7566,2025-01-21,2025-01-21 05:00:00,218,7,Base de Datos,Alta,Resuelto,48,5,Cali,Teléfono
7567,2026-04-12,2026-04-12 17:00:00,155,19,Correo,Media,Cerrado,4,17,Medellín,Portal
7568,2025-12-07,2025-12-09 00:00:00,213,4,Equipos,Media,Abierto,24,48,Barranquilla,Teams
7569,2025-02-13,2025-02-14 05:00:00,2,8,Hardware,Alta,Resuelto,24,29,Cali,Teléfono
7570,2025-05-29,2025-05-29 12:00:00,352,5,Hardware,Crítica,Abierto,4,12,Bogotá,Teams
7571,2025-08-03,2025-08-04 22:00:00,307,9,Hardware,Baja,Abierto,8,46,Medellín,Teams
7572,2026-03-18,2026-03-20 06:00:00,252,7,Software,Baja,Resuelto,8,54,Barranquilla,Correo
7573,2026-02-28,2026-02-28 21:00:00,286,2,Red,Baja,En Proceso,48,21,Bucaramanga,Chat
7574,2024-10-13,2024-10-15 06:00:00,396,3,Accesos,Crítica,En Proceso,4,54,Medellín,Teams
7575,2025-08-15,2025-08-17 06:00:00,43,5,Base de Datos,Alta,Abierto,24,54,Barranquilla,Portal
7576,2025-04-04,2025-04-06 01:00:00,486,1,Office 365,Alta,Abierto,4,49,Bogotá,Chat
7577,2025-12-09,2025-12-11 10:00:00,343,9,Office 365,Media,Abierto,24,58,Bucaramanga,Teams
7578,2025-05-07,2025-05-08 05:00:00,263,11,Software,Crítica,Resuelto,48,29,Bucaramanga,Portal
7579,2024-09-17,2024-09-17 10:00:00,242,9,VPN,Media,Abierto,8,10,Barranquilla,Teléfono
7580,2026-02-19,2026-02-21 07:00:00,11,16,Red,Media,En Proceso,8,55,Cali,Teams
7581,2025-10-27,2025-10-28 17:00:00,156,17,Telefonía,Crítica,En Proceso,4,41,Bogotá,Correo
7582,2024-08-19,2024-08-19 22:00:00,198,9,Office 365,Alta,Abierto,24,22,Pereira,Portal
7583,2025-06-02,2025-06-03 19:00:00,128,16,SAP,Alta,Cerrado,8,43,Medellín,Portal
7584,2025-06-05,2025-06-05 08:00:00,109,8,SAP,Alta,Resuelto,4,8,Cali,Teams
7585,2025-09-01,2025-09-02 18:00:00,385,8,Base de Datos,Crítica,Abierto,8,42,Barranquilla,Correo
7586,2025-03-20,2025-03-21 06:00:00,318,17,Base de Datos,Alta,En Proceso,12,30,Medellín,Chat
7587,2024-06-07,2024-06-08 07:00:00,365,18,Software,Crítica,Resuelto,12,31,Barranquilla,Portal
7588,2025-11-21,2025-11-22 11:00:00,279,6,Correo,Baja,Cerrado,8,35,Bogotá,Portal
7589,2024-08-10,2024-08-10 16:00:00,452,16,Equipos,Alta,Abierto,48,16,Pereira,Portal
